11,Eius mollitia omnis.,"Id debitis vitae quam eum ratione eaque incidunt. Odio sunt totam commodi debitis. Quia accusamus repudiandae quisquam quasi. Quidem nihil veniam quia quasi est rerum. Dignissimos ducimus animi minima id. Repellat quia sint neque. Exercitationem voluptatibus omnis vel quibusdam consequatur error ut. Magni maxime ad velit velit non veniam veniam. Illo maxime eum omnis exercitationem dolores voluptas. Et molestiae est autem vel. Numquam dolorum amet eveniet. Ratione et quibusdam aut. Reiciendis porro eaque quidem dignissimos. Distinctio ab corrupti. Consequatur accusamus consequatur. Ab recusandae omnis quam debitis. Cum omnis officiis aperiam nam blanditiis. Consequatur eos dolorem quas reprehenderit qui voluptatibus. Ut soluta ea ullam. Et placeat aliquid repudiandae quaerat doloremque accusamus placeat. Soluta consequuntur maiores tempora perspiciatis sed sequi magnam. Ipsa nobis magnam repellat optio iste ab fugit.",20,2020-05-27 07:05:49,2020-56-11 01:56:59,"EYES<>CHEST<>HEART<>SKIN"
12,Iusto repellat hic omnis ipsa et.,"Velit ut harum odio et omnis error. Fugit aut ut doloremque ut. Aspernatur laboriosam praesentium. Non ut nulla deleniti. Consequatur vitae quas voluptatem necessitatibus. Aut perspiciatis est beatae perferendis. Quia consequatur amet numquam velit expedita. Est qui non incidunt molestias ducimus et quia. Qui omnis laboriosam aut vitae praesentium sed. Et cupiditate perspiciatis necessitatibus sunt. Repudiandae soluta qui. Voluptas minima sit cupiditate ipsum facere beatae. Sit molestiae perspiciatis. Modi vel id eius quis dolorem vero debitis. Quibusdam labore dolorem. Quo eius tempore qui doloribus autem. Inventore ea iusto molestiae adipisci. Ad est illum. Animi harum ex in reprehenderit est totam. Sed iste consequatur. Autem eos id sit perspiciatis excepturi impedit. Veritatis repellat quia amet molestiae asperiores blanditiis.",83,2019-54-23 17:54:32,2020-57-11 01:57:00,"EYES<>CHEST"
13,Impedit sed et ut facilis dolores.,"Ut iusto ipsa. Et est tenetur itaque nam in sit dolorum. Ea aut et qui at quidem numquam consequatur. Et aut non. Molestiae qui dolores accusamus. Est provident quaerat non facere fuga eum. Consequatur reprehenderit aut ea. Qui sit ut doloribus. Repudiandae et vel rerum. Distinctio aut harum assumenda deleniti. Non velit unde consequatur id cumque. Dicta est soluta voluptates voluptatem animi et. Neque nostrum repellendus laborum tempora autem magni. Dolor repellendus reprehenderit ea aut aut quas sed. Provident ut nihil nemo. Perspiciatis ipsa qui. Atque magni et est. Totam impedit impedit labore vero ut a quaerat. Voluptatem necessitatibus non eveniet voluptatum et et. Accusamus omnis harum sed distinctio vitae. Magni deserunt officiis aperiam alias alias et. Magnam soluta voluptatem voluptatem odit natus laboriosam et.",42,2018-54-01 13:54:47,2020-57-11 01:57:00,"EAR_NOSE_THROAT"
14,Sunt accusamus sit atque.,"Architecto sit voluptatibus. Rem odio fuga enim laudantium. Perferendis est expedita ea culpa dolorem. Ut dicta aliquam et id. Reprehenderit soluta adipisci voluptate reiciendis. Non accusantium dolores molestias. Alias rerum maxime consequuntur dolor dolorem. Ipsam ut earum harum eum eum. Tempora natus voluptate modi ut sint. Ab molestiae in voluptatem. Repellat illo et. Quos iure fuga. Voluptates aut iusto quia. Dolores ratione facere assumenda rerum quia modi. Voluptas ex dolorem officia. Quia sed iste praesentium reiciendis. Omnis ratione iure placeat quia nemo. At et ipsam doloremque. Architecto porro eveniet iure. Et a cumque aliquam.",198,2020-52-06 01:52:42,2020-57-11 01:57:00,"EAR_NOSE_THROAT<>CHEST<>DENTAL"
15,Est eum et hic nostrum quisquam.,"Quis itaque voluptas quaerat quia recusandae. Nesciunt quis cumque natus nam ratione provident. Ea incidunt sit quod. Culpa qui quod. A quia qui quis quia. Veniam et ad sapiente corrupti. Exercitationem qui et impedit sed aut aut exercitationem. Dicta magnam corporis accusamus ratione et. Voluptatum aliquam nobis in dolorem suscipit reprehenderit sint. Quia magni aliquid. Excepturi ea et sit quod blanditiis officiis. Aut aliquam aliquam in aliquid et itaque qui. Exercitationem ut recusandae aut explicabo aut sit. Explicabo ducimus perspiciatis ullam dolorem officiis harum porro. Dignissimos enim deserunt ipsum. Eos eaque velit ad error voluptatem a nesciunt. Inventore quas placeat tempora quo impedit quasi tempora. Aut quod ab culpa. Et veniam ratione aut nesciunt. Itaque minima quam nisi.",168,2018-07-09 06:07:34,2020-57-11 01:57:00,"CHEST<>DENTAL<>HEART"
16,Odit autem explicabo ab accusantium ut voluptatibus.,"Ullam quis fuga odio. Voluptatem quas et accusantium laboriosam tempore quibusdam repudiandae. Nobis animi ut. Aut et laboriosam quo quas dignissimos quia quaerat. Corporis eos praesentium non. Aut impedit dolor odit sit qui harum. Veniam velit sunt dignissimos amet ut vel. Dolorum voluptatem minus ut. Ipsa id laboriosam quia et voluptatem. Error id nesciunt dolorum voluptas ducimus. Eveniet qui enim debitis. Blanditiis provident consectetur asperiores libero quas. Quae unde vel deleniti dolorem magni. Asperiores quia aspernatur. Qui quis culpa sed voluptas iure. Numquam doloremque perspiciatis. Reiciendis aut perspiciatis velit.",4,2020-27-20 00:27:40,2020-57-11 01:57:00,"EAR_NOSE_THROAT"
17,Ducimus iure in saepe fugiat expedita inventore et.,"Sit sequi nam magnam rerum necessitatibus. Perspiciatis enim natus vero ratione velit et qui. Sequi occaecati ipsam. Ea ducimus sit atque modi sapiente quod. Aut beatae aperiam. Ut expedita nemo maiores in repellat. Magni eveniet nemo praesentium. Nemo ad fugit temporibus iste tempora illo. Fugiat eum non sunt autem deleniti. Est rem quae placeat. Earum eos accusantium facilis deserunt velit quis. Sit saepe aut quis voluptas ab consequatur. Fugiat ut id perspiciatis dicta sit. Quis odio sit quidem. Deserunt in magnam. Et atque ea sint commodi. Omnis cumque quos. Ea magni rerum.",84,2019-18-13 19:18:16,2020-57-11 01:57:00,"DENTAL"
18,Occaecati aut nostrum recusandae voluptas.,"Tempora et natus sed. Saepe omnis quos facere sed. Voluptatem aut veritatis aperiam error explicabo non. Eveniet aut adipisci voluptas quasi similique dolore sunt. Voluptatem dolores consequatur dolorum quae corrupti. Doloribus ea voluptatem placeat quam aut dolor. Unde quia eum expedita minus doloribus architecto. Nemo quibusdam sit quia nihil eos. Eaque vitae perspiciatis id quos. Sunt velit accusamus quia ut et. Qui quia quia dolores. Placeat voluptatem repudiandae incidunt. Et voluptates saepe rem. Qui quibusdam eius ex. Totam nulla nihil et inventore at aut aut. Quibusdam qui officia quam est enim officiis. Cupiditate delectus qui commodi nesciunt rerum. Perferendis ullam enim eum. Molestias ut sint sint aliquam fugiat voluptatum aliquid. Alias veniam natus deserunt. Sit sequi totam nisi rem velit laborum maiores.",115,2019-13-27 00:13:06,2020-57-11 01:57:00,"EYES"
19,Omnis id possimus.,"Aperiam dolores sed quaerat est neque in. Et consequatur optio maiores a. Veritatis iusto deleniti eos. A impedit velit quia. Vero odio ipsam voluptas beatae dolor non. Veritatis culpa repudiandae. Et nulla dolor. Et laborum eum architecto quam iure non placeat. Architecto doloremque mollitia quis. Eos nisi ut qui culpa. Cumque consequatur sed omnis qui id eius. Iusto est tenetur corporis et pariatur. Rerum non inventore commodi atque rerum aspernatur. Qui dolorem ea inventore labore facilis. Quis et blanditiis quo. Totam saepe commodi delectus sit ut non eius. Omnis maxime numquam vel iste et. Praesentium quam voluptatibus placeat cupiditate sed omnis quia. Aut quis optio. Nam cupiditate est fuga quibusdam.",84,2019-04-04 23:04:31,2020-57-11 01:57:00,"EYES"
20,Atque ut eligendi omnis quis.,"Vitae nisi natus omnis veritatis quae. Provident officiis illum et quod iure et deleniti. Eveniet quas maiores maxime. Quis consectetur voluptas ea. Quisquam velit aspernatur fugiat ut similique tempora. Et veniam odio rem ut. Vel impedit veritatis in doloremque minima mollitia. Non eligendi eum voluptatem in. Temporibus esse est accusamus et accusamus est. Tempora accusantium porro nesciunt qui earum quo. Eum sit consequuntur nam. Ut et vero omnis eum rerum deleniti. Labore necessitatibus et eveniet. Eius quibusdam debitis provident laudantium tenetur laborum. Quo totam doloremque quo enim. Asperiores ullam repellendus qui. Cupiditate facilis in molestias eius incidunt. Ut nam nemo quis provident aut aut. Dignissimos qui sapiente iste ea ut qui.",84,2016-46-17 08:46:01,2020-57-11 01:57:00,"EAR_NOSE_THROAT<>HEART<>SKIN"
21,Dolor qui occaecati tempora possimus dolore accusamus quasi.,"Molestiae praesentium quis facere odit accusamus quasi. Minima est voluptatem mollitia pariatur laboriosam. Eos omnis voluptas error reiciendis. Sit sit deserunt sapiente molestiae consectetur. Natus non qui sed delectus eos quis. Nihil sunt tenetur officiis maiores. Aut vel reiciendis quia cumque totam et. Nobis ratione sint amet quia. Quis molestias ea tenetur vero. Ea nobis sint rerum omnis et quod. Iste est voluptas nostrum. Ut et natus et culpa. Odio et aut. Dolores sunt facilis esse magnam dolores atque. Facilis unde adipisci aspernatur facilis repudiandae. Accusamus vitae quod nihil suscipit ut ut nam. Et vero molestiae tempora. Quaerat similique quisquam aut velit omnis.",38,2016-56-08 07:56:11,2020-57-11 01:57:00,"EYES"
22,Ipsum et corporis ullam minima vel fugiat.,"Enim nisi magnam sint similique optio accusantium excepturi. Nesciunt doloremque veniam animi voluptatem ipsa. Consectetur neque qui. Asperiores error assumenda officiis quis aut ut est. Voluptatibus sint reprehenderit est id placeat facere. Sapiente sed enim quaerat quis. Saepe repellendus animi accusamus et laboriosam doloremque odit. Odio fugiat asperiores quia. Dicta ipsa magni et. Facilis quia consectetur ea natus. Autem pariatur vel qui dolores occaecati. Et nemo sed possimus pariatur. Dolor et vel sapiente et. Delectus architecto laboriosam. Non ducimus consectetur quis quis ab repellat vitae. Temporibus non sed consequuntur iure. Dolorum temporibus fuga. Hic quis excepturi. Similique ut ducimus nulla nulla enim praesentium unde. Qui quia ut qui tenetur. Velit vel ullam recusandae cum quam maiores.",148,2020-12-09 17:12:16,2020-57-11 01:57:00,"EYES<>CHEST"
23,Sequi eligendi voluptas.,"Nihil adipisci ad at fugit dolorem. Deleniti eveniet omnis hic consequatur nulla quia. Possimus aspernatur libero. Quod aut ea. Quia rerum error maxime ratione at. Corrupti id ex omnis voluptates rerum qui deserunt. Et deserunt culpa vitae. Est ut in. Et libero quia voluptatem dolore quia distinctio. Voluptates suscipit sunt. Architecto qui nulla laborum suscipit rerum. Mollitia sit in blanditiis voluptatem. Deserunt voluptatibus quae esse nostrum magni. Esse ea rerum animi omnis est. Sit quae eos rem quasi qui at aut. Atque labore et provident voluptates ut nemo. Asperiores sed id reprehenderit. Et consequatur qui tenetur neque in. Aut magni totam quia. Dicta adipisci est quia in ut.",84,2018-34-10 18:34:34,2020-57-11 01:57:00,"EAR_NOSE_THROAT<>EYES<>DENTAL<>HEART"
24,Ratione dolores placeat voluptatibus at libero quia aperiam.,"Ut quae in. Laudantium laboriosam minus est voluptatem ad odio ab. Nihil porro qui porro distinctio. Nam saepe illo sunt placeat. Qui non molestias ducimus rem sunt officiis iure. Ipsa eligendi expedita quisquam sit officia quaerat. Corporis qui neque molestiae itaque. Doloremque tenetur sapiente enim velit maiores temporibus. Nihil veniam vero et eum. Autem iure ut eaque eligendi et. Est ea blanditiis. Magnam beatae sint vero ullam perferendis incidunt at. Aut eum praesentium sed commodi at. Hic corporis eum dolorem nulla. Voluptate voluptatem eos et iure consectetur. Ipsam eos ut et accusantium maxime earum. Necessitatibus possimus molestiae recusandae fugit et enim qui.",200,2019-24-09 03:24:04,2020-57-11 01:57:00,"EAR_NOSE_THROAT"
25,Aut dolore nemo ipsa perspiciatis quaerat veritatis officia.,"Fuga rem vitae maxime omnis. Omnis est fugiat. Sapiente asperiores non error. Rerum impedit inventore eius aut totam. Natus aut qui. Eveniet perspiciatis alias at inventore optio. Voluptate deserunt mollitia. Mollitia eaque at exercitationem eligendi accusamus omnis. Exercitationem minima occaecati. Non doloribus nesciunt voluptas. Impedit et asperiores non id labore unde. Voluptas repellat ab nulla et. Eaque qui tenetur dolorum. Possimus quia quas. Est et qui nostrum aut maiores aut nam. Labore dicta et repudiandae impedit a architecto. Ut dignissimos saepe deleniti assumenda. Dolorem veritatis aut corrupti et expedita. Autem et nisi in deserunt atque. Quidem cum facere ut dolorem aliquid accusantium. Ut consequuntur consequuntur tempore suscipit sequi autem nulla. Earum voluptas facere sapiente assumenda.",41,2018-44-19 13:44:37,2020-57-11 01:57:00,"CHEST"
26,Omnis labore voluptatum iste repudiandae.,"Ratione nihil dolorum sint dicta accusantium molestiae. Est vitae voluptates excepturi occaecati reiciendis dolorem iure. Vel eveniet officia quaerat ut autem. Doloremque et animi inventore animi. Et corporis eum accusamus vitae aut nam. Sed odit culpa. Ut veritatis sint vitae nemo. Rerum molestiae iste. Saepe eum dolor et. Quisquam officia necessitatibus porro. Sit sunt ut. In omnis sint. Quas quisquam totam similique reiciendis sequi. Vero necessitatibus deleniti deleniti. Consectetur dolores est dolor quos ut. Eos rerum et distinctio quidem eius. Rerum fuga sunt. Ut qui tempora consequatur distinctio sint sed. Laudantium laudantium explicabo. Perspiciatis ipsum aut molestiae animi praesentium maxime praesentium. Quas magni in similique sed voluptas iste.",20,2020-07-28 14:07:06,2020-57-11 01:57:00,"HEART"
27,At porro reiciendis sit distinctio.,"Harum non non cumque. Quisquam beatae voluptatem dolorum repellendus cumque aut. Eos consequatur occaecati. Beatae nobis deleniti assumenda et consequatur nam. Enim beatae incidunt rerum eum et esse autem. Rerum libero incidunt blanditiis fuga commodi error officiis. Omnis voluptates error voluptatem aliquid ea. Voluptatem autem nisi autem voluptates explicabo maiores. Et rerum dolore rerum omnis eligendi. Alias consectetur dignissimos qui quibusdam non quam sequi. Qui qui corporis eum sunt harum vel qui. Molestiae odio excepturi ratione. Recusandae consectetur magni. Error sed incidunt quia quia est qui natus. Eum praesentium rerum consequatur quidem ut. Itaque voluptas dolorem quia possimus. Et consequatur eligendi beatae quia est aut sed.",89,2020-29-24 07:29:49,2020-57-11 01:57:00,"EYES<>CHEST<>DENTAL<>SKIN"
28,Aut voluptatibus repellendus quo.,"Laudantium eum quam iure. Libero cumque facilis blanditiis veniam. Laborum aspernatur neque itaque. Quidem nesciunt suscipit amet qui architecto accusamus. Sunt neque aut sunt nam atque voluptatem. Ullam optio iusto sapiente consequatur omnis libero quia. Explicabo sunt unde. Eos facilis quo et fuga. Ex ipsam aliquid nihil. Et distinctio omnis fugiat necessitatibus ab. Dolor illo qui adipisci nisi. Sed pariatur quidem vero ea dolore. Unde consequatur reiciendis molestiae omnis in ut. Deserunt aut et quaerat. Consequatur sit ut numquam autem sed provident. Quis nemo minima dicta totam. Magnam officia vero ipsum pariatur omnis quos qui. Voluptatem nostrum cum tempore dignissimos. Distinctio et soluta aut mollitia quia est numquam. Dolor voluptate aperiam enim ratione ut molestias. Qui officiis consequatur odit.",145,2016-43-23 22:43:07,2020-57-11 01:57:00,"EAR_NOSE_THROAT<>HEART<>SKIN"
29,Fugit autem blanditiis.,"Accusantium exercitationem eaque doloremque dolor. Numquam vero sed nam aut veritatis repudiandae. Ex hic quos expedita soluta ab. Sunt neque optio quos sapiente. Nisi rerum cupiditate aut dolorem recusandae. Ullam maxime ullam. Voluptatum qui sunt ut qui ut adipisci dolor. Impedit debitis vel animi incidunt nihil qui. Quas qui a dolorem qui sit laborum. Et minima voluptates. Alias qui quia autem aut eaque rerum ut. Neque et inventore neque. Qui ullam et voluptatum totam voluptatem quidem. Consequatur neque voluptatem. Minus ipsam excepturi nulla qui sequi repellat. Explicabo modi minus qui. Aperiam aut atque non. Quos ratione aperiam esse nulla assumenda. Quas et sed quo quaerat. Est quibusdam quos et.",167,2019-50-10 00:50:07,2020-57-11 01:57:00,"EYES<>DENTAL<>HEART"
30,Eligendi sed similique labore corrupti quam in.,"Non neque nihil est omnis. Velit nesciunt magni ipsum velit. Sit sit voluptatibus sint aperiam rerum aliquid. Nostrum aliquid cupiditate. Sed ullam inventore et ut. Ipsa labore deserunt. Qui rem esse enim. Officia quos beatae quibusdam architecto. Excepturi asperiores error facere est non. Iure optio consequatur. A earum quo officia quis suscipit repudiandae tempore. Quod natus velit. Quo in sunt quisquam natus nisi expedita. Labore velit eius. Error est ea iure. Error perspiciatis sunt fugiat vel optio et quam. Officiis consequuntur placeat culpa sit soluta recusandae numquam. Quibusdam ipsum et magni aspernatur ad tenetur officiis. Dolorem aliquid non quaerat est. Qui eligendi dolore quia consequuntur maiores quos eum. A voluptatem ut cupiditate veritatis sit animi dolore. Molestias ex porro. Ut ea et reprehenderit culpa maxime voluptatum.",198,2020-29-07 06:29:35,2020-57-11 01:57:00,"EYES<>HEART"
31,Reprehenderit ab consequuntur eos beatae ipsam.,"Voluptatem enim fuga quisquam accusantium. Architecto quo perspiciatis aut est autem eaque. Voluptas officia minima itaque unde quia temporibus. Distinctio perspiciatis sit ut aperiam corporis magnam nulla. Nostrum et nostrum nulla voluptate quo sit ratione. Alias id ab corrupti et dolorem adipisci. Enim iste dicta necessitatibus tempora aliquid in ut. Asperiores error natus. Qui suscipit sequi. Pariatur in inventore fugit. Incidunt accusantium et dolor occaecati maiores et ut. Voluptatum fuga blanditiis quia dolorem quibusdam pariatur. Quaerat optio quo sed eius. Et molestias quae nisi cumque. Dolores corrupti aut. Iure nulla omnis. Aliquid quo ipsam ut est autem optio nihil. Quasi minus odio. Nostrum modi consectetur iure. Aperiam saepe fugit dicta.",144,2019-35-14 10:35:20,2020-57-11 01:57:00,"EAR_NOSE_THROAT<>CHEST<>DENTAL<>HEART"
32,Quia reprehenderit sed est dolorum ad.,"Ratione et sequi. Est est eos dolor consequuntur. Facere perspiciatis aliquam enim adipisci. Sint cupiditate at error quisquam asperiores. Et a omnis minima itaque laudantium omnis adipisci. Aliquid non est. Incidunt consequatur ut voluptatem a. Consectetur quo ducimus. Aliquid doloribus maxime doloribus saepe vel eum autem. Voluptate dolor nesciunt libero dolore quod itaque. Et sequi suscipit aperiam aut. Aut quo eum. Occaecati ducimus quis eaque tempora et in. Et aliquam quia voluptas. Ut repudiandae earum. Laborum similique quibusdam ex. Rem libero eveniet doloribus. Deserunt est quidem sint dolores. Sit sed officiis nihil dolorem neque. Nobis modi et minima itaque exercitationem eaque fuga. Perspiciatis perspiciatis unde nisi.",168,2017-13-20 23:13:29,2020-57-11 01:57:00,"EAR_NOSE_THROAT"
33,Dolorum minima velit.,"Necessitatibus consequatur ea sit a et cum. Nihil quas dolor est eius vitae. Beatae natus et soluta repellendus velit necessitatibus. Fugiat doloribus enim perspiciatis illum et. Deleniti ut cum modi tenetur. Voluptate nesciunt eum facere inventore itaque tempora. Voluptas quis enim officia explicabo id qui. Eum vitae aperiam id in omnis est earum. Doloremque mollitia culpa eveniet iure qui et a. Excepturi qui voluptatum architecto aperiam. Voluptates corporis sed. Explicabo molestias accusantium. Ut hic totam aut. Neque fugit quasi mollitia. Officia optio repudiandae non possimus non. Enim voluptatem eos. Modi blanditiis hic quibusdam ea architecto. Dolorum illum voluptas facilis sed fugiat aliquam non. Quo molestiae provident a dolorem voluptate sequi.",187,2019-40-29 05:40:09,2020-57-11 01:57:00,"SKIN"
